company name,company address,company url,specialization,nature of work,country,city
The House Company,Cnr SH1 & Woodcocks Road Warkworth,http://www.thehouseco.co.nz/,Civil,general,New Zealand,Warkworth
Aquaheat New Zealand Limited,"Unit B, 483 Rosebank Road
Avondale
Auckland 1026",http://www.aquaheat.co.nz/,"Mechatronics,Mechanical",subprof,New Zealand,Auckland
ZORB Limited,"S16, 160 Boardway, Newmarket",http://www.zorb.com/zorb/,Software,"general,subprof",New Zealand,Auckland
BridgeIT NZ Ltd,443 Matahui Rd Aongatete 3178,http://www.bridgeitnz.co.nz/,Civil,general,New Zealand,Tauranga
Fisher and Paykel Appliances Holdings Limited,"Wall Street Mall
211 George St
Dunedin 9016",http://www.fisherpaykel.com/nz/,Mechanical,subprof,New Zealand,Dunedin
Neotek Limited,"Unit L, Chelsea Park
162 Mokoia Road
Birkenhead 1310
Auckland, New Zealand",http://neotek.co.nz/index.html,Software,"general,subprof",New Zealand,Auckland
Waratah NZ Ltd,"260 Main Road, State Highway 1, Tokoroa, 3420",http://na.waratah.net/,Mechatronics,"general,subprof",New Zealand,Tokoroa
North West Orienteering Club Inc.,"North West Orienteering Club
99 Totaravale Dr
Totara Vale
Auckland 0629",http://nwoc.aoa.org.nz/,Mechatronics,general,New Zealand,Auckland
DUTA BERKAT CORPORATION SDN BHD,"No.38, Jalan Badminton 13/29
Tadisma Business Park
40100, Shah Alam, Selangor,
Malaysia",http://dbc.com.my,Chemical & Materials,"general,subprof",Malaysia,Shah Alam
UBS,"UBS AG Australia
Chifley Tower, 2 Chifley Square
Sydney NSW 2001",http://www.ubs.com/global/en.html,Software,"general,subprof",Australia,Sydney
Holton Marine Ltd,"Unit 24, Orams Marine Village
142-148 Beaumont St
Westhaven",http://www.holtonmarine.com/,Mechanical,subprof,New Zealand,Auckland
Gelpag Electric Sdn Bhd,"5 Jalan Pemberita U1/49 Temasya Industrial Park, Glenmarie, Shah Alam, Selangor, 40150, Malaysia",,Mechatronics,"general,subprof",Malaysia,Selangor
Auckland Motorway Alliance,"7 Ellerslie Racecourse Drive, Greenlane",http://www.aucklandmotorways.com/SitePages/Home.aspx,Civil,"general,subprof",New Zealand,Auckland
Material Accelerator,"Tamaki Campus, University of Auckland. Level 3, Building 723",http://www.materialsaccelerator.co.nz/,Civil,"general,subprof",New Zealand,Auckland
Growing Places Limited,"16 Coronation Street,
Takapuna,",http://www.growingplaces.co.nz/,Electrical & Electronic,general,New Zealand,Auckland
Chance Development International ltd,"Level 6, 220 Queen Street, Auckland city",http://www.chanceedu.co.nz/,Software,"general,subprof",New Zealand,Auckland
Activecubes,"39555 Orchard Hill Place
Suite 600
Novi, Michigan 48375",http://www.activecubes.com/,Biomedical,"general,subprof",United States,Novi
Kristin School,"360 Albany Highway, Albany
Auckland 0632
New Zealand",http://www.kristin.school.nz,"General,Computer System",general,New Zealand,Auckland
TDG,"Level 1/103 
Carlton Gore Rd  
Newmarket 1023",http://www.tdg.co.nz/,Civil,"general,subprof",New Zealand,Auckland
Day Consultants,"8 Greydene Place, Takapuna, Auckland",,Civil,"general,subprof",New Zealand,Auckland
Traffic Engineering Solutions Ltd,"PO Box 7237
Wellesley Street",http://www.tes.net.nz/index.html,"Civil,General","general,subprof",New Zealand,Auckland
Heavensent Gourmet Ltd,"84 G Elizabeth Knox Place, 
St Johns, 
Auckland 1072.",http://www.heavensentgourmet.co.nz/,Chemical & Materials,general,New Zealand,Auckland
Swages Engineering Limited,"81 Springs Road, East Tamaki",http://www.swages.co.nz/,"Biomedical,Mechatronics,Mechanical","general,subprof",New Zealand,Auckland
Sky City Entertainment Group,Corner of Federal Street and Victoria Street -- Sky City,http://www.skycity.co.nz,Software,"general,subprof",New Zealand,Auckland
Booktrack,"32 Anzac Street (Level 1)
Takapuna",http://www.booktrack.com,Software,"general,subprof",New Zealand,Auckland
McConnell Dowell Ltd,"256 Puhinui Road, Papatoete, Auckland.
New Zealand",http://www.macdow.com.au/,Mechanical,"general,subprof",New Zealand,Auckland
Big World Internet Cafe Ltd,"76 Wakefield Street, Auckland Central",,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Shangze Private Ltd,"63 Wakefield Street, Auckland Central",,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Cube Automation,"56 Maungawhau Rd, Epsom",,Mechatronics,general,New Zealand,Auckland
China Telecom,gf,,Electrical & Electronic,general,China,Zhejiang
Supa Homes Ltd,No. 20 Speyside Crescent Flat Bush,,Civil,general,New Zealand,Auckland
Longhan Ltd,"215 sandringham road, sandringham",http://www.nzslfb.com/,Software,"general,subprof",New Zealand,Auckland
Smart Home Loan and Insurance Ltd,"502, Dingwall building, 87-93 Queen St.",,Software,general,New Zealand,Auckland
Transfield Services (New Zealand),"Level 3, 277 Broadway, Newmarket, Auckland, 1149",http://transfieldservices.com/,Electrical & Electronic,"general,subprof",New Zealand,Auckland
The Auckland Bioengineering Institute (ABI),"UniServices House
Level 6
70 Symonds Street
City Campus",http://www.abi.auckland.ac.nz/uoa/,Biomedical,subprof,New Zealand,Auckland
Fero ltd,"4 Rakino way, Mt wellington",http://www.fero.co.nz/,Mechatronics,"general,subprof",New Zealand,Auckland
Assembly Tech Ltd,"122 Hereford Road
Pyes Pa",,"Mechatronics,Mechatronics","general,subprof",New Zealand,Tauranga
Fletcher Aluminum,"30-32 Bowden Rd  Mt Wellington, Auckland 1060",,"Electrical & Electronic,Mechatronics",subprof,New Zealand,Auckland
CLC Consulting Ltd,"4 Johns Lane, Pakuranga",http://www.clcgroup.co.nz,Civil,"general,subprof",New Zealand,Auckland
Ballistic Armour Technologies,"13 Viking Way, Germiston, Gauteng, South Africa",http://ballisticarmour.co.za,"Mechatronics,Electrical & Electronic","general,subprof",South Africa,Germiston
SPM Assets,"Building 2/1 Antares Place
Mairangi Bay, Auckland
New Zealand",http://www.spmassets.com/,"Civil,Mechanical",subprof,New Zealand,Auckland
Transfield Worley Ltd,"25 Gill Street, New Plymouth 4310",http://www.transfieldworley.co.nz,"Engineering Science,Civil,Mechanical",subprof,New Zealand,New Plymouth
Autolathing Engineering Ltd,"5 Woodson Place
Glenfield
Auckland 0629",http://www.autolathing.co.nz/,"Mechanical,Chemical & Materials,Engineering Science",general,New Zealand,Auckland
Netactive Limited,"Unit 12 (up the stairs)
114 St Georges Bay Road
Parnell
Auckland
New Zealand",http://www.netactive.co.nz/,Software,"general,subprof",New Zealand,Auckland
Leonard Products,"22 Gabador Place, Mt Wellington 1060, Auckland, New Zealand",http://www.leonardproducts.co.nz,Mechanical,general,New Zealand,Auckland
Air NZ,1 Geoffrey Roberts Road,http://www.airnewzealand.co.nz,Mechanical,"general,subprof",New Zealand,Auckland
Manaia Properties Limited,"2791 Kaipara Coast Highway
RD4 Warkworth",,Mechanical,general,New Zealand,Auckland
"Centre for Advanced Composite Materials, The University of Auckland","261 Morrin Rd, St Johns, Auckland",http://www.cacm.auckland.ac.nz/uoa/,Mechanical,subprof,New Zealand,Auckland
MSY Technology Pty Ltd,"117 Waverley Road, East Malvern VIC 3145",,Electrical & Electronic,general,Australia,Melbourne
Republic of Singapore Airforce (Changi Airbase),"Changi Airbase, 508 Cranwell Road 509862 Singapore",,Mechanical,general,Singapore,Singapore
Kiwi DeLux,"5 Douglas Alexander prd, Rosedale, Northshore",,Mechatronics,"general,subprof",New Zealand,Auckland
Aviat networks,20 peterkin st. Lower hutt,http://aviatnetworks.com,Software,"general,subprof",New Zealand,lower hutt
Mobile Dot Com Limited,"275 Great South Road, Otahuhu, Auckland",,Mechatronics,general,New Zealand,Auckland
Lynn Electrical,"AUCKLAND - HEAD OFFICE	
390 Rosebank Road	
Avondale	Avondale
Auckland 1026	
New Zealand",http://www.lynnelectrical.co.nz/index.htm,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Faculty of Civil Engineering- University of Auckland (Uniservices),"11th floor, 20 Symonds St,
Faculty of Engineering
The University of Auckland",http://www.cee.auckland.ac.nz/uoa/,Biomedical,general,New Zealand,Auckland
Yung-Yu Precision Industrial Co.  LTD,"36, Dafeng Road, Shengang district, Taichung city 429, Taiwan (R.O.C)",,Computer System,subprof,Taiwan,Taichung
Parfitt Construction Ltd,"38 Stratford Street
PO Box 378 
Christchurch 8140",http://www.parfittconstruction.co.nz,"Civil,Civil","general,subprof",New Zealand,Christchurch
JB contractors,"87 McLaughlins Road,Wiri,PO Box 76885,Manukau City 2241,Auckland,New Zealand.",http://www.jbcontractors.co.nz,Civil,"general,subprof",New Zealand,Auckland
Miles Finn Draughting,"49A Pleasant St,
Onehunga
Auckland",,Civil,subprof,New Zealand,Auckland
H J Lokerse Engineering Ltd,"Unit K
11 Stonedon Drive
East Tamaki
Auckland",,Mechanical,"general,subprof",New Zealand,Auckland
Orica Chemnet,"Orica New Zealand Limited
Totara Street Mt Maunganui
Private Bag TG 12500
Mount Maunganui South 3116",http://www.orica.co.nz/,"General,Mechanical,Chemical & Materials","general,subprof",New Zealand,Tauranga
Kim Marsh Vehicle Servicing Centre,"9 Porana Rd, Unit 4,Glenfield,North Shore,Auckland",http://www.kimmarshmotors.co.nz,Biomedical,general,New Zealand,Auckland
Culham Engineering,"15-17 Hewlett Street
PO Box 660, Whangarei, NEW ZEALAND",http://www.culham.co.nz/,"Mechanical,Mechatronics,Chemical & Materials,Software",general,New Zealand,Whangarei
Miller Design,"128 Hugo Johnston Drive
PO Box 12 543
Penrose 1642
Auckland, New Zealand",http://www.millerdesign.co.nz/,"Mechanical,Chemical & Materials",general,New Zealand,Auckland
Fluid Connectors Limited,"16 Polaris Place
East Tamaki",http://www.fluidconnectors.co.nz,"Mechanical,General","general,subprof",New Zealand,Auckland
Monaghan Plastics & Engineering Company Limited,295a Church St  Onehunga 1061,http://www.monaghanplastics.co.nz/,Biomedical,general,New Zealand,Auckland
Microsoft,"Level 5/22 Viaduct Harbour Ave
Auckland
PO Box 8070
Symonds Street
Auckland",http://www.microsoft.com,"Computer System,Electrical & Electronic,Mechatronics,Software","general,subprof",New Zealand,Auckland
Technology Department of Industrial and Commercial Bank of China Limited,"218 ZhongShan Western Rd, Ningbo, China",http://www.icbc.com.cn/icbc/sy/default.htm,Software,"general,subprof",China,Ningbo
Crossfire,"Unit M, 40 Constellation Drive, Rosedale",http://www.xfire.co.nz/index.html,Civil,"general,subprof",New Zealand,Auckland
Thunder Tiger Corp.,"7, 6th road Industrial Park Taichung.Taiwan R.O.C 407",http://www.thundertiger.com,Computer System,subprof,Taiwan,Taichung
Hi-Q Electronics,"6C Douglas-Alexander Parade
Albany
Auckland
0632",,Electrical & Electronic,general,New Zealand,Auckland
Auckland Council Pools and Leisure,"73-77 Bentley Ave
Glenfield",http://north.aucklandleisure.co.nz/,Chemical & Materials,general,New Zealand,Auckland
chugai malaysia sdn bhd,"Lot 8, Jalan 26/1,
Kawasan Perindustrian Hicom,
40000 Shah Alam
Selangor Darul Ehsan, Malaysia",http://www.chugai-malaysia.com/,Electrical & Electronic,general,Malaysia,selangor
John Fillamore Company Ltd,"5 Kirkbride Road
Mangere",http://www.jfcltd.co.nz,Civil,"general,subprof",New Zealand,Auckland
ZinniaTek,"16 Beatrice-Tinsley Crescent 
Albany",,Civil,general,New Zealand,Auckland
Redstone Enterprises,"PO BOX 27581
Mt Roskill",,Civil,general,New Zealand,Auckland
A.R.M Developments Ltd,"7 Barrys Point Rd, 
Takapuna, 
Auckland, 
New Zealand.

PO Box 32 588 Devonport, Auckland, New Zealand.",http://www.armdevelopments.co.nz,Civil,general,New Zealand,Auckland
Opus International Consulting Limited,"Level 7 Majestic Centre,
100 Willis Street,
PO Box 12 003
Wellington
New Zealand",http://www.opus.co.nz/,Civil,"general,subprof",New Zealand,Wellington
Waipa District Council,"101 Bank Street
Te Awamutu",http://www.waipadc.govt.nz,Mechanical,subprof,New Zealand,Te Awamutu
Jobe Valves Ltd,"8 Pepper Street
Matamata",http://wwwjobevalves.com,Mechanical,general,New Zealand,Matamata
Habitat for Humanity Auckland,8 Ormiston Road Otara,http://www.habitat.org.nz,Civil,general,New Zealand,Auckland
Engender Technologies Ltd.,"Engender Technologies Ltd. 
Level 2 Northern Steamship Building
122-124 Quay Street
Auckland Central",http://opencorporates.com/companies/nz/3572951,Mechanical,"general,subprof",New Zealand,Auckland
Alchemy,64 Victoria Street Onehunga,http://www.alchemysort.com,Electrical & Electronic,"general,subprof",New Zealand,Auckland
UoA Formula SAE Team Inc.,"30 Thomas Peacock Place
St Johns
PO Box 28599",http://www.fsae.co.nz,"Mechanical,Mechanical",general,New Zealand,Auckland
McDonald\\'s,"Pakuranga Rd
Howick, Auckland",,Chemical & Materials,general,New Zealand,Auckland
Fletcher Construction Ltd,"816 Great South Road, Auckland, 1061",,Civil,subprof,New Zealand,Auckland
TechSite Services,12 Grafton Road,http://www.techsite.auckland.ac.nz,"Mechanical,Mechatronics",general,New Zealand,Auckland
NUTRIZEAL LIMITED,"379 APPLEBY HIGHWAY
APPLEBY 
NELSON
NEW ZEALAND",http://nutrizeal.com,Chemical & Materials,"general,subprof",New Zealand,NELSON
Applied Instruments,"28 Hobill Ave, Manukau",http://www.appliedinstruments.co.nz/,Software,general,New Zealand,Auckland
Golden Bay Cement,"Portland Road,Portland,Whangarei",http://www.goldenbay.co.nz/,"General,Civil,Mechanical","general,subprof",New Zealand,Whangarei
Manco Environmental Ltd,"139 Cryers Road
East Tamaki
PO Box 58-609
Greenmount",http://www.manco.co.nz,Mechanical,subprof,New Zealand,Auckand
Action Raceway,"87 Small Road 
Silverdale
PO Box 65
Warkworth",http://www.actionraceway.co.nz,Mechanical,general,New Zealand,Silverdale
A*Star Institute of Materials Reasearch and Engineering (IMRE),"3 Research Link,
Singapore 117602",http://www.imre.a-star.edu.sg,Chemical & Materials,subprof,Singapore,Singapore
"Office of the Prime minister, Renewable Energy Development Division","Office of the Prime Minister
Private Bag
Avarua, Rarotonga
COOK ISLANDS",http://www.pmoffice.gov.ck/,Electrical & Electronic,"general,subprof",Cook Island,"Avarua, Rarotonga"
Infomedia Inc.,"80 Keji 3rd road, Gueishan township, Taoyuan County 333, Taiwan",http://infomedia.com.tw/eindex.asp,Computer System,general,Taiwan,Taoyuan
Co-Design NZ Ltd,"466 new North Road
Kingsland
5/8 Basque Road
Eden Terrace",,Software,general,New Zealand,Auckland
Next Window,"43 College Hill, Ponsonby, Auckland 1011",http://www.nextwindow.com/index.html,"Engineering Science,Computer System,Mechatronics","general,subprof",New Zealand,Auckland
Core Laboratories,"Plot 7D
Sector MN4
Mussafah Industrial Area
Abu Dhabi",http://www.corelab.com,Mechanical,general,United Arab Emerates,Abu Dhabi
BISÂ²,"Business Intelligence Systems Software Limited
Level 2, 45 Tory Street, Wellington 6011
PO Box 19204, Wellington 6149
New Zealand",http://www.bis2.net/,Mechanical,general,New Zealand,Wellington
Etel Limited,"ETEL Limited,550 Rosebank Road,Avondale,Auckland,NEW ZEALAND",http://www.eteltransformers.co.nz,"Electrical & Electronic,Mechanical","general,subprof",New Zealand,Auckland
Babcock NZ Ltd.,"Queens Parade (Naval Base), Devonport, Auckland 0624",http://www.babcockfitzroy.co.nz/index.html,Electrical & Electronic,general,New Zealand,Auckland
Jobe Valves,3 Waiomou Street,http://www.jobevalves.com/,Biomedical,general,New Zealand,Matamata
RV Manufacturing Group,"169 Bush Road, Albany, Auckland",http://www.thlonline.com/THLBusinesses/DesignandManufacturing/NewZealand/Pages/RVMG.aspx,Biomedical,subprof,New Zealand,Auckland
Manz Engineering Ltd,"Unit E, 8 Piermark Drive, Albany",http://www.ynotloc.com,Mechatronics,general,New Zealand,Auckland
Lion Nathan,"111 Carlton Gore Road,Newmarket,Auckland",http://www.lion-nathan.com.au/,"General,Computer System",general,New Zealand,Auckland
Royal New Zealand navy,"Queens Parade, Devonport 0624, Auckland",http://www.navy.mil.nz/,Mechanical,subprof,New Zealand,Auckland
Hewlett Packard,"8 Gilmer Terrace
Wellington Central
Wellington 6011
New Zealand",,Mechatronics,"general,subprof",New Zealand,Wellington
DriodWorx,"2 Park Drive
Raglan, 3225
Waikato
New Zealand",http://droidworx.co.nz/,Mechanical,general,New Zealand,Raglan
"Fisher & Paykel Healthcare Limited,","Stewart Building
15 Maurice Paykel Place, East Tamaki, Auckland 2013
PO Box 14 348 Panmure, Auckland 1741 New Zealand",,Computer System,"general,subprof",New Zealand,Auckland
Smart Parking Technology Ltd,"Smart Parking Technology Ltd
2 Oliver Street
PO Box 939
Cambridge 3450",http://www.smartparking.com,"Computer System,Software","general,subprof",New Zealand,Auckland
ProTech NZ,"143A Hepburn Road
Glendene
Waitakere",http://protechnz.com/services.html,"Electrical & Electronic,Mechatronics","general,subprof",New Zealand,Auckland
Z-Racing Limited,"12 Basque Rd,
Eden Terrace",,Mechanical,general,New Zealand,Auckland
Microfab,"Building 301
23 Symonds Street",,Engineering Science,"general,subprof",New Zealand,Auckland
ADHB Clinical Engineering and Medical Electronics,"Auckland Hospital - 2 Park Road, Grafton

North Shore Hospital - 124 Shakespeare Road, Milford",http://www.adhb.govt.nz/about/ach/ach.htm,Electrical & Electronic,"general,subprof",New Zealand,Auckland
"MAHLE Technologies Holding China Co.,Ltd","1299, Huanchengbei Road 
Fengpu Industrial Park, 
Fengxian District 
Shanghai",http://www.mahle.com/MAHLE/en/Home_EN,Mechatronics,general,China,Shanghai
Sitel,"Level 1, Raphoe House
8 Gloucester Park Road
Onehunga
Auckland
1061",,Software,general,New Zealand,Auckland
DSM Consulting Engineers Pty Ltd,"Unit 9&10/113 High Rd, Willetton, WA 6155",,Biomedical,"general,subprof",Australia,"Willetton, WA"
DL HOMES LTD,"35A Bracken Ave, Takapuna",,Civil,"general,subprof",New Zealand,Auckland
Qingdao Veolia Water Operating Company Limited,"6 Middle Donghai Road, Maidao Sewage Plant",,Civil,"general,subprof",China,Qingdao
Singapore Refining Company,"Singapore Refining Company Private Limited
(Company Registration No: 197900084K)
1 Merlimau Road
Singapore 628260",http://www.src.com.sg,Chemical & Materials,"general,subprof",Singapore,Singapore
Norx Construction limted,"Unit 25,15 Bishop Lenihan Place, Botany South",,Civil,general,New Zealand,Auckland
Jensen Steel Fabricators Limited,"31 Te Maire St
Mt Maunganui
3116",,"Civil,Mechatronics",general,New Zealand,Tauranga
Manz Engineering Ltd.,"Unit E, Piermark Drive, Albany",http://www.magnaltd.com/,Mechatronics,general,New Zealand,Auckland
BoardCo,"3/20 Hannigan Dr 
St Johns, 
Auckland 1072",,Mechatronics,"general,subprof",New Zealand,Auckland
Wireless Nation Limited,"Suite 3, Level 2
Fred Thomas Drive
Takapuna, Auckland",http://www.wirelessnation.co.nz/,Computer System,general,New Zealand,Auckland
Vista Entertainment Solutions Limited,"60 Khyber Pass Rd,
Newton,
Auckland 1023",http://www.vista.co.nz/,Software,subprof,New Zealand,Auckland
machinemonitor (NZ) Limited,"Unit 118/184 Symonds Street
PO Box 8156
Symonds Street 1150
Auckland",http://www.machinemonitor.com/,Electrical & Electronic,"general,subprof",New Zealand,Auckland
"Microsoft Ltd, Skype division","Two Waterhouse Square, 140 Holborn, London, Greater London EC1N 2ST, United Kingdom",http://www.skype.com,Computer System,subprof,United Kingdom,London
ArjoHuntleigh,"41 Vestey Drive, Mt Wellington",,"Electrical & Electronic,Biomedical",general,New Zealand,Auckland
SWP Commercial Ltd.,"PO Box 2014
Wellington Wellington 
New Zealand 6140",http://www.surfaceworks.co.nz/index.php?p=19,"Civil,Mechanical",general,New Zealand,Auckland
Absolute CNC,"58 Porana Rd, Wairau Valley, Auckland 0627, New Zealand",http://absolutecnc.co.nz/,"General,Mechanical",general,New Zealand,Auckland
CKL Planning | Surveying | Engineering,"58 Church Road
Te Rapa",http://www.ckl.co.nz/,General,general,New Zealand,Hamilton
Facade Engineering,"41 Poland road,
Glenfield",,Civil,subprof,New Zealand,Auckland CBD
ROKAF(Republic of Korea Air Force) - 19th Fighter Wing,"Field Maint. Squadron, Assembly Maint. Battalion, Maint. Dock of Phase.
P.O. 383-11 Mae-Ha Ri, Keum-Ga Myun",,Mechanical,"general,subprof",South Korea,Choong Ju
Appserv Limited,"41 Ireland Street
Freemans Bay
Auckland 1011",http://www.appserv.co.nz/,Computer System,subprof,New Zealand,Auckland
Peek Display,"1A Porters Ave
Eden Terrace",http://www.peek.co.nz,Electrical & Electronic,general,New Zealand,Auckland
Livestock Improvement Coporation,"Cnr Ruakura & Morrinsville Roads
Newstead
Hamilton",http://www.lic.co.nz,Engineering Science,"general,subprof",New Zealand,Hamilton
DACOMS,"æ–°åŒ—å¸‚æ°¸å’Œå€ä¸­å±±è·¯ä¸€æ®µ168è™Ÿ3F

168 ZhongZheng Rd 3F, YongHe, New Taipei City, Taiwan",http://www.dacoms.com.tw,Software,general,Taiwan,New Taipei City
Sen Ventures Limited,"13 Cornwall Road, 
Papatoetoe,
Auckland",http://www.senventureslimited.com,Electrical & Electronic,general,New Zealand,Auckland
Yang Engineering Consultants Ltd.,"312 Manukau Road
Epsom",,Chemical & Materials,general,New Zealand,Auckland City
Shanahan Architects Ltd,"11 Hargreaves Street
Ponsonby
Auckland
1011",http://www.shanahanarchitects.co.nz/,General,"general,subprof",New Zealand,Auckland
Waipapa Pine Ltd,"1945 SH10, Waipapa",,Mechanical,general,New Zealand,Waipapa
Davis Ogilvie Professionals,"186 Hazeldean Road, Addington
P O Box 589
Christchurch 8140",http://www.do.co.nz/,Civil,subprof,New Zealand,Christchurch
JS Consulting Ltd,"127 Point England Road
Point England
1072",,Software,subprof,New Zealand,Auckland
I Measure U,"Level 1
Uniservices Building
70 Symonds Street
Auckland Central",,Biomedical,"general,subprof",New Zealand,Auckland
Pingar,"Level 10, 152 Quay Street",http://www.pingar.com/,"Software,General",subprof,New Zealand,Auckland
Red Stag Timber LTD,"RED STAG TIMBER LTD 
P.O. Box 1748 
Rotorua 3040 
New Zealand",http://www.redstagtimber.com/,Civil,general,New Zealand,Rotorua
Ebomtec (ì´ë³´ì— í…),"520,Jeong-Woo Venture Town 2,1228-1 Singil-dong (341 Sandan-ro)
Danwon-gu, Ansan-si, Gyeonggi-do, South Korea
ê²½ê¸°ë„ ì•ˆì‚°ì‹œ ë‹¨ì›êµ¬ ì‹ ê¸¸ë™ 1228-1 ì •ìš°ë²¤ì²˜íƒ€ìš´ 2 520í˜¸",,Chemical & Materials,subprof,South Korea,Ansan (ì•ˆì‚°)
Gasung Construction (ê°€ì„±ê±´ì„¤(ì£¼)),"301-7 Samcheondong 3(sam)-ga (29 Neunganjagu-gil)
Wansan-gu, Jeonju, Jeollabuk-do, South Korea 
(560-293) ì „ë¼ë¶ë„ ì „ì£¼ì‹œ ì™„ì‚°êµ¬ ì‚¼ì²œë™3ê°€ 301-7",,Chemical & Materials,general,South Korea,Jeon-Ju ì „ì£¼ì‹œ
Geneva Distributors Ltd.,"113 Pavillion Drive,
Airport Oaks,
Auckland.",,Chemical & Materials,general,New Zealand,Auckland
NCS Software Limited,"64 Tennyson Street
Napier
4110",http://www.ncs.co.nz/,Software,"general,subprof",New Zealand,Napier
Euroglass (Hardware Branch),"65 Carr Rd, Mt Roskill, Auckland",http://www.euroglass.co.nz/,Chemical & Materials,general,New Zealand,Auckland
HealthShare,290 Cameron Rd,,Engineering Science,general,New Zealand,Tauranga
Ergo Consultanting Limited,"Level 1, 106 Carlton Gore Rd, Newmarket, Auckland 1023",http://.ergo.co.nz,"Electrical & Electronic,Electrical & Electronic","general,subprof",New Zealand,Auckland
HVC Consulting LTD,"23b Violet Street, Raglan",,Civil,subprof,New Zealand,Raglan
Dodson Motorsport,"20 Poland Road
Glenfield",http://dodsonmotorsport.com,Mechanical,subprof,New Zealand,Auckland
The University of Auckland Department of Chemical and Materials Engineering,"20 Symonds St
Auckland",http://www.ecm.auckland.ac.nz/,Chemical & Materials,subprof,New Zealand,Auckland
CLC Consulting,"4 Johns Lane, Pakuranga, Auckland, NZ",http://www.clcgroup.co.nz/home.html,Civil,general,New Zealand,Auckland
RIEGEL,Av. Con Con ReÃ±aca 526,http://flux.cl/index.html,Computer System,"general,subprof",Chile,ValparaÃ­so
Ericsson Nikola Tesla,Krapinska 45,http://www.ericsson.hr/homepage,Mechanical,subprof,Croatia,Zagreb
ChemWaste Industries Ltd,"19-21 Miami Parade, Onehunga",http://www.chemwasteindustries.co.nz,Chemical & Materials,"general,subprof",New Zealand,Auckland
I.C.Steel,"96 Gardens Drive, Unit 15, Acacia Ridge, Qld 4110",,Mechanical,general,Australia,Brisbane
SHANGHAI RUNAN PROPERTY DEVELOPMENT CO LTD,No.1599 XingJinQiao road Pudong new area Shanghai China,http://www.a-wtc.com/,Civil,general,China,Shanghai
jet waste and water,"unit a, 9 lovell court, Rosedale, Albany, auckland, new zealand.",,Civil,general,New Zealand,auckland
SGS New Zealand Ltd,"17 Maurice Road
Penrose
1061",http://www.sgs.co.nz/,Engineering Science,general,New Zealand,Auckland
GreenGables,"40 Dyer Street, Whangarei. PO box 11070.",http://www.greengables.co.nz/,Engineering Science,general,New Zealand,Whangarei
Affordable Granite Benchtops,"34 Portage Rd,
New Lynn",http://affordablegranite.co.nz/,Chemical & Materials,general,New Zealand,Auckland
Futon Hogan John Holland Joint Venture,"9 George Bourke Drive,
Mt Wellington
Auckland 1066",http://www.fultonhogan.com/,Civil,"general,subprof",New Zealand,Auckland
ADVANCED AEROSPACE (also operates under C-QUIP brand),"39 Vestey Drive | Mt Wellington 1060 | Auckland
P.O. Box 22800 | Otahuhu 1640 | Auckland | New Zealand

 -contact email and Phone TBC, will update shortly",http://www.c-quip.com/,General,general,New Zealand,Auckland
Fletcher Construction Company Ltd.,150 Stoddard Road,,Civil,"general,subprof",New Zealand,Auckland
ChinaErZhong(ä¸­å›½ç¬¬äºŒé‡åž‹æœºæ¢°é›†å›¢å…¬å¸),China Sichuan Province DeYang city,http://www.china-erzhong.com,Mechatronics,general,China,DeYang
Envirolyte NZ Ltd.,"PO Box 12347, Penrose 1642",http://www.envirolyte.co.nz/index.html,General,"general,subprof",New Zealand,Auckland
æ™®ä»€å®æ±Ÿé›†å›¢æœ‰é™å…¬å¸.         Ningjiang machines,å››å·çœéƒ½æ±Ÿå °ç»æµŽå¼€å‘åŒº    .      China.  Sichuan province dujiangyan city. Ningjiang area c,http://www.ningjiang.com,Mechatronics,general,China,Dujiangyan
Renovo Group,"5H Miro Place, Albany, Auckland",http://www.renovogroup.co.nz/auckland-construction.html,Civil,general,New Zealand,Auckland City
C3 Ltd,"C3 Ltd
Maritime House
10 Rata Street
Mount Maunganui",http://www.c3.co.nz,Software,"general,subprof",New Zealand,Tauranga
Beweb,"5 High Street, Auckland Central",http://beweb.co.nz/,Software,general,New Zealand,Auckland
F.T. Industrial Supplies Ltd,"5 Barmac Place
East Tamaki
Auckland
2013
New Zealand",http://www.ftis.com.sg/,General,general,New Zealand,Auckland
Engineers Without Borders,"P.O. Box 8472 
Symonds Street
Auckland 1150",http://www.ewb.org.nz/index.php?r=site/index,Electrical & Electronic,general,New Zealand,Auckland
Delight Motors Limited,"J/154 Harris Rd, East Tamaki, Auckland",,Mechanical,general,New Zealand,Auckland
Contact Energy - Taranaki Combined Cycle,"189 East Rd, Stratford 4352, New Zealand",http://www.contactenergy.co.nz,General,"general,subprof",New Zealand,Stratford
Fonterra Co-operative Limited,41 Shortland Street Level 7,http://www.fonterra.com/nz/en,General,general,New Zealand,Auckland
Stratford District Council Engineering Department,"61 - 63 Miranda Street
Stratford
4332",http://www.stratford.govt.nz/,General,general,New Zealand,Stratford
AUT,"90 Akoranga Dr, Northcote, 
0627 â€Ž",,Software,subprof,New Zealand,Auckland
Singapore Refinery Company,"1 Merlimau Rd, Singapore 628260",http://www.src.com.sg/,Chemical & Materials,"general,subprof",Singapore,Singapore
